Time,Behavior,colony_id
0,Reverse tandem run,Harpagoxenus_canadensis.csv
0.0279525915881599,Brood transport,Harpagoxenus_canadensis.csv
0.0873821993875795,Brood transport,Harpagoxenus_canadensis.csv
0.145434154882302,Transport,Harpagoxenus_canadensis.csv
0.180720522483192,Transport,Harpagoxenus_canadensis.csv
0.199857799875296,Transport,Harpagoxenus_canadensis.csv
0.223702545366032,Transport,Harpagoxenus_canadensis.csv
0.230638395937232,Transport,Harpagoxenus_canadensis.csv
0.235195806655622,Transport,Harpagoxenus_canadensis.csv
0.237628923286658,Brood transport,Harpagoxenus_canadensis.csv
0.260457895741914,Transport,Harpagoxenus_canadensis.csv
0.264558249095656,Transport,Harpagoxenus_canadensis.csv
0.26784837359873,Transport,Harpagoxenus_canadensis.csv
0.269519660453157,Brood transport,Harpagoxenus_canadensis.csv
0.290071243842028,Transport,Harpagoxenus_canadensis.csv
0.300348453082565,Brood transport,Harpagoxenus_canadensis.csv
0.311436701200115,Transport,Harpagoxenus_canadensis.csv
0.31604372603208,Transport,Harpagoxenus_canadensis.csv
0.329256268236984,Transport,Harpagoxenus_canadensis.csv
0.333964951375131,Transport,Harpagoxenus_canadensis.csv
0.347179518645895,Brood transport,Harpagoxenus_canadensis.csv
0.350824232181091,Transport,Harpagoxenus_canadensis.csv
0.358265741697584,Transport,Harpagoxenus_canadensis.csv
0.363230190653876,Brood transport,Harpagoxenus_canadensis.csv
0.374618148518735,Transport,Harpagoxenus_canadensis.csv
0.387377075970953,Transport,Harpagoxenus_canadensis.csv
0.391628701744452,Transport,Harpagoxenus_canadensis.csv
0.39360273594498,Transport,Harpagoxenus_canadensis.csv
0.395730067631125,Transport,Harpagoxenus_canadensis.csv
0.400284845763896,Transport,Harpagoxenus_canadensis.csv
0.407727570319906,Transport,Harpagoxenus_canadensis.csv
0.41577761212739,Transport,Harpagoxenus_canadensis.csv
0.422916576804369,Brood transport,Harpagoxenus_canadensis.csv
0.434306559735089,Transport,Harpagoxenus_canadensis.csv
0.440031218415301,Transport,Harpagoxenus_canadensis.csv
0.444130964249285,Brood transport,Harpagoxenus_canadensis.csv
0.453903932090631,Brood transport,Harpagoxenus_canadensis.csv
